
RCP6.0_MIDYEAR__CONCENTRATIONS____________________________
CONTENT:           CMIP5 RECOMMENDATIONS FOR ANNUAL AVERAGE, GLOBAL MEAN CONCENTRATIONS.
RUN:               RCP6, FINAL RELEASE, 30 May 2010
RCP6.0 CONTACT:    AIM group, Toshihiko Masui (masui@nies.go.jp) & Kenichi Matsumoto (matsumoto.kenichi@nies.go.jp)
DATE:              30/5/2010 01:02:33 (updated description) 
MAGICC-VERSION:    6.3.09, 25 November 2009
FILE PRODUCED BY:  RCP Concentration Calculation & Data Group, M. Meinshausen, S. Smith, K. Riahi, D. van Vuuren et al.
DOCUMENTATION:     M. Meinshausen, S. Smith et al. "The RCP GHG concentrations and their extension from 1765 to 2500", in prep., Climatic Change.
CMIP5 INFO:        http://cmip-pcmdi.llnl.gov/cmip5/
RCP DATABASE:      http://www.iiasa.ac.at/web-apps/tnt/RcpDb
FURTHER INFO:      For data sources, aknowledgements and further information, see http://www.pik-potsdam.de/~mmalte/rcps
NOTE:              RCP6 starts 2005; 20th century data and earlier is provided for convenience; 

COLUMN_DESCRIPTION________________________________________
1. CO2EQ            - CO2 equivalence concentrations using CO2 radiative forcing relationship Q = 3.71/ln(2)*ln(C/278), aggregating all anthropogenic forcings, including greenhouse gases listed below (i.e. columns 3,4,5 and 8-35), and aerosols, trop. ozone etc. (not listed below).
2. KYOTO-CO2EQ      - As column 1, but only aggregating greenhouse gases controlled under the Kyoto Protocol (columns 3,4,5 and 8-19).
3. CO2              - Atmospheric CO2 concentrations
4. CH4              - Atmospheric CH4 concentrations
5. N2O              - Atmospheric N2O concentrations
6. FGASSUMHFC134AEQ - All flourinated gases controlled under the Kyoto Protocol, i.e. HFCs, PFCs, and SF6 (columns 8-19) expressed as HFC134a equivalence concentrations.
7. MHALOSUMCFC12EQ  - All flourinated gases controlled under the Montreal Protocol, i.e. CFCs, HCFCs, Halons, CCl4, CH3Br, CH3Cl (columns 20-35) expressed as CFC-12 equivalence concentrations.
8. - 19.            - Flourinated Gases controlled under the Kyoto Protocol
20. - 35.           - Ozone Depleting Substances controlled under the Montreal Protocol


 &THISFILE_SPECIFICATIONS
 THISFILE_DATACOLUMNS    =          35,
 THISFILE_FIRSTYEAR      =        1765,
 THISFILE_LASTYEAR       =        2500,
 THISFILE_ANNUALSTEPS    =           1,
 THISFILE_FIRSTDATAROW   =          40,
 THISFILE_UNITS          =  SEE ROW 38,
 THISFILE_DATTYPE        =  RCPDAT
/

   COLUMN:                   1                   2                   3                   4                   5                   6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34                  35                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
      1977      0.32387398E+03      0.36445429E+03      0.33327250E+03      0.14972500E+04      0.29936000E+03      0.20973885E+02      0.41605637E+03      0.57050000E+02      0.10827528E+01      0.00000000E+00      0.28263968E+01      0.00000000E+00      0.00000000E+00      0.18980000E-01      0.00000000E+00      0.16250000E+00      0.00000000E+00      0.00000000E+00      0.59000000E+00      0.12470000E+03      0.23290000E+03      0.12670000E+02      0.88305000E+01      0.81250000E+00      0.87995000E+02      0.49290000E+02      0.28230000E+02      0.00000000E+00      0.17550000E+00      0.19150000E+00      0.65000000E-02      0.76500000E-01      0.57500000E-01      0.80580000E+01      0.53490000E+03
      1978      0.32620992E+03      0.36681468E+03      0.33484750E+03      0.15137500E+04      0.30008250E+03      0.22126667E+02      0.45101714E+03      0.57900000E+02      0.11271666E+01      0.00000000E+00      0.30904812E+01      0.00000000E+00      0.00000000E+00      0.21900000E-01      0.00000000E+00      0.18750000E+00      0.00000000E+00      0.00000000E+00      0.65500000E+00      0.13670000E+03      0.25190000E+03      0.14445000E+02      0.92430000E+01      0.97950000E+00      0.89595000E+02      0.57790000E+02      0.31510000E+02      0.00000000E+00      0.20200000E+00      0.24750000E+00      0.75000000E-02      0.11200000E+00      0.69500000E-01      0.81170000E+01      0.53540000E+03
      1979      0.32874045E+03      0.36927836E+03      0.33652500E+03      0.15302500E+04      0.30074000E+03      0.23366828E+02      0.48654598E+03      0.58750000E+02      0.11739723E+01      0.00000000E+00      0.33923741E+01      0.00000000E+00      0.00000000E+00      0.24820000E-01      0.00000000E+00      0.20000000E+00      0.00000000E+00      0.00000000E+00      0.73500000E+00      0.14880000E+03      0.27050000E+03      0.16475000E+02      0.96705000E+01      0.11740000E+01      0.91140000E+02      0.68985000E+02      0.34985000E+02      0.00000000E+00      0.22700000E+00      0.31250000E+00      0.85000000E-02      0.15600000E+00      0.83000000E-01      0.81780000E+01      0.53585000E+03
      1980      0.33086448E+03      0.37194514E+03      0.33836000E+03      0.15477500E+04      0.30138250E+03      0.24687851E+02      0.51930314E+03      0.59600000E+02      0.12232593E+01      0.00000000E+00      0.37127815E+01      0.00000000E+00      0.00000000E+00      0.27740000E-01      0.00000000E+00      0.20000000E+00      0.00000000E+00      0.00000000E+00      0.83500000E+00      0.15940000E+03      0.28735000E+03      0.18805000E+02      0.10114000E+02      0.14010000E+01      0.92625000E+02      0.78725000E+02      0.38640000E+02      0.00000000E+00      0.25050000E+00      0.38950000E+00      0.95000000E-02      0.21000000E+00      0.97500000E-01      0.82410000E+01      0.53625000E+03
      1981      0.33222762E+03      0.37418965E+03      0.33972750E+03      0.15667500E+04      0.30222000E+03      0.26102000E+02      0.55090419E+03      0.60450000E+02      0.12751169E+01      0.00000000E+00      0.40517034E+01      0.00000000E+00      0.00000000E+00      0.29200000E-01      0.00000000E+00      0.22500000E+00      0.00000000E+00      0.00000000E+00      0.95000000E+00      0.16855000E+03      0.30425000E+03      0.21475000E+02      0.10575000E+02      0.16605000E+01      0.93950000E+02      0.85940000E+02      0.42440000E+02      0.00000000E+00      0.27300000E+00      0.47950000E+00      0.11000000E-01      0.27500000E+00      0.11300000E+00      0.83060000E+01      0.53655000E+03
      1982      0.33303368E+03      0.37612870E+03      0.34079250E+03      0.15862500E+04      0.30309750E+03      0.27594969E+02      0.58313514E+03      0.61300000E+02      0.13296347E+01      0.00000000E+00      0.44091398E+01      0.00000000E+00      0.00000000E+00      0.30450000E-01      0.00000000E+00      0.27500000E+00      0.00000000E+00      0.00000000E+00      0.10750000E+01      0.17785000E+03      0.32170000E+03      0.24450000E+02      0.11045000E+02      0.19495000E+01      0.94900000E+02      0.92165000E+02      0.46170000E+02      0.00000000E+00      0.31300000E+00      0.58200000E+00      0.12500000E-01      0.35100000E+00      0.12950000E+00      0.83730000E+01      0.53680000E+03
      1983      0.33424432E+03      0.37841036E+03      0.34219750E+03      0.16058450E+04      0.30380500E+03      0.29128592E+02      0.61319573E+03      0.62150000E+02      0.13869019E+01      0.00000000E+00      0.47850906E+01      0.00000000E+00      0.00000000E+00      0.33100000E-01      0.00000000E+00      0.30000000E+00      0.00000000E+00      0.00000000E+00      0.12100000E+01      0.18580000E+03      0.33815000E+03      0.27605000E+02      0.11505000E+02      0.22655000E+01      0.95855000E+02      0.96325000E+02      0.50000000E+02      0.00000000E+00      0.36100000E+00      0.69750000E+00      0.14000000E-01      0.44250000E+00      0.14750000E+00      0.84420000E+01      0.53700000E+03
      1984      0.33614519E+03      0.38082028E+03      0.34378250E+03      0.16237050E+04      0.30439750E+03      0.30721458E+02      0.64436017E+03      0.63000000E+02      0.14470080E+01      0.00000000E+00      0.51795560E+01      0.00000000E+00      0.00000000E+00      0.35850000E-01      0.00000000E+00      0.32500000E+00      0.00000000E+00      0.00000000E+00      0.13550000E+01      0.19375000E+03      0.35500000E+03      0.30985000E+02      0.11965000E+02      0.26105000E+01      0.97270000E+02      0.10075000E+03      0.54170000E+02      0.00000000E+00      0.40400000E+00      0.82800000E+00      0.16000000E-01      0.54950000E+00      0.16650000E+00      0.85130000E+01      0.53720000E+03
      1985      0.33819811E+03      0.38306293E+03      0.34528250E+03      0.16379925E+04      0.30508750E+03      0.32344152E+02      0.67837908E+03      0.63800000E+02      0.15100424E+01      0.00000000E+00      0.55925359E+01      0.00000000E+00      0.00000000E+00      0.37050000E-01      0.00000000E+00      0.37500000E+00      0.00000000E+00      0.00000000E+00      0.15050000E+01      0.20285000E+03      0.37250000E+03      0.35430000E+02      0.12440000E+02      0.29810000E+01      0.98845000E+02      0.10570000E+03      0.58465000E+02      0.00000000E+00      0.45550000E+00      0.97750000E+00      0.18000000E-01      0.67150000E+00      0.18600000E+00      0.85865000E+01      0.53735000E+03
      1986      0.34022271E+03      0.38527364E+03      0.34679750E+03      0.16504350E+04      0.30577250E+03      0.34016280E+02      0.71208383E+03      0.64600000E+02      0.15760945E+01      0.00000000E+00      0.60240302E+01      0.00000000E+00      0.00000000E+00      0.34150000E-01      0.00000000E+00      0.40000000E+00      0.00000000E+00      0.00000000E+00      0.16700000E+01      0.21210000E+03      0.38980000E+03      0.39950000E+02      0.12940000E+02      0.33630000E+01      0.99855000E+02      0.10960000E+03      0.62850000E+02      0.00000000E+00      0.49950000E+00      0.11520000E+01      0.19500000E-01      0.81250000E+00      0.20700000E+00      0.86625000E+01      0.53745000E+03
      1987      0.34240873E+03      0.38779467E+03      0.34864500E+03      0.16622000E+04      0.30626250E+03      0.35813993E+02      0.74837448E+03      0.65450000E+02      0.16452537E+01      0.00000000E+00      0.64740391E+01      0.00000000E+00      0.00000000E+00      0.32850000E-01      0.00000000E+00      0.42500000E+00      0.00000000E+00      0.00000000E+00      0.18550000E+01      0.22280000E+03      0.40865000E+03      0.44285000E+02      0.13470000E+02      0.37535000E+01      0.10110000E+03      0.11215000E+03      0.67415000E+02      0.00000000E+00      0.60750000E+00      0.13545000E+01      0.21000000E-01      0.97400000E+00      0.22900000E+00      0.87405000E+01      0.53755000E+03
      1988      0.34508452E+03      0.39067325E+03      0.35073750E+03      0.16730700E+04      0.30719500E+03      0.37689358E+02      0.78924945E+03      0.66300000E+02      0.17176095E+01      0.00000000E+00      0.69425624E+01      0.00000000E+00      0.00000000E+00      0.38400000E-01      0.00000000E+00      0.50000000E+00      0.00000000E+00      0.00000000E+00      0.20400000E+01      0.23490000E+03      0.42845000E+03      0.50530000E+02      0.14010000E+02      0.41635000E+01      0.10245000E+03      0.11630000E+03      0.72440000E+02      0.00000000E+00      0.79100000E+00      0.15910000E+01      0.23000000E-01      0.11555000E+01      0.25100000E+00      0.88205000E+01      0.53765000E+03
      1989      0.34772931E+03      0.39325214E+03      0.35248750E+03      0.16834700E+04      0.30850750E+03      0.39564536E+02      0.83020042E+03      0.67100000E+02      0.17932511E+01      0.00000000E+00      0.74296003E+01      0.00000000E+00      0.00000000E+00      0.46550000E-01      0.00000000E+00      0.57500000E+00      0.00000000E+00      0.00000000E+00      0.22250000E+01      0.24490000E+03      0.44825000E+03      0.57920000E+02      0.14550000E+02      0.45995000E+01      0.10345000E+03      0.12170000E+03      0.78210000E+02      0.00000000E+00      0.99000000E+00      0.18690000E+01      0.24500000E-01      0.13565000E+01      0.27550000E+00      0.89030000E+01      0.53775000E+03
      1990      0.34991054E+03      0.39532369E+03      0.35385500E+03      0.16936300E+04      0.30948500E+03      0.41525623E+02      0.86656420E+03      0.67900000E+02      0.18722680E+01      0.00000000E+00      0.79351526E+01      0.00000000E+00      0.00000000E+00      0.54700000E-01      0.30000000E-01      0.62500000E+00      0.00000000E+00      0.00000000E+00      0.24250000E+01      0.25275000E+03      0.46615000E+03      0.64485000E+02      0.15075000E+02      0.50635000E+01      0.10445000E+03      0.12445000E+03      0.84305000E+02      0.00000000E+00      0.12490000E+01      0.21645000E+01      0.26000000E-01      0.15620000E+01      0.30150000E+00      0.89880000E+01      0.53780000E+03
      1991      0.35118907E+03      0.39708769E+03      0.35501750E+03      0.17038175E+04      0.31011250E+03      0.43579155E+02      0.89939748E+03      0.68700000E+02      0.19563157E+01      0.00000000E+00      0.84592194E+01      0.00000000E+00      0.00000000E+00      0.62700000E-01      0.90000000E-01      0.67500000E+00      0.00000000E+00      0.00000000E+00      0.26350000E+01      0.26015000E+03      0.48130000E+03      0.70300000E+02      0.15555000E+02      0.55450000E+01      0.10560000E+03      0.12790000E+03      0.90440000E+02      0.00000000E+00      0.16960000E+01      0.24485000E+01      0.28000000E-01      0.17530000E+01      0.32600000E+00      0.90755000E+01      0.53785000E+03
      1992      0.35154763E+03      0.39842900E+03      0.35588500E+03      0.17118000E+04      0.31060250E+03      0.45721427E+02      0.92768073E+03      0.69500000E+02      0.20500000E+01      0.00000000E+00      0.90018008E+01      0.00000000E+00      0.00000000E+00      0.70500000E-01      0.18500000E+00      0.72500000E+00      0.81240502E-04      0.00000000E+00      0.28500000E+01      0.26495000E+03      0.49440000E+03      0.75960000E+02      0.15990000E+02      0.60235000E+01      0.10575000E+03      0.13090000E+03      0.96715000E+02      0.00000000E+00      0.24240000E+01      0.27125000E+01      0.29500000E-01      0.19125000E+01      0.35000000E+00      0.91655000E+01      0.53790000E+03
      1993      0.35227475E+03      0.39969850E+03      0.35677750E+03      0.17162900E+04      0.31107750E+03      0.48031160E+02      0.94879967E+03      0.70300000E+02      0.21500000E+01      0.00000000E+00      0.95628966E+01      0.00000000E+00      0.00000000E+00      0.80750000E-01      0.37500000E+00      0.80000000E+00      0.24138960E-03      0.00000000E+00      0.30700000E+01      0.26775000E+03      0.50480000E+03      0.80235000E+02      0.16355000E+02      0.64945000E+01      0.10490000E+03      0.13050000E+03      0.10214000E+03      0.00000000E+00      0.33945000E+01      0.29185000E+01      0.31000000E-01      0.20215000E+01      0.37250000E+00      0.92580000E+01      0.53790000E+03
      1994      0.35373698E+03      0.40150455E+03      0.35812750E+03      0.17210125E+04      0.31160250E+03      0.50632591E+02      0.96390278E+03      0.71100000E+02      0.22500000E+01      0.00000000E+00      0.10142507E+02      0.00000000E+00      0.00000000E+00      0.95550000E-01      0.75000000E+00      0.92500000E+00      0.35065468E-02      0.00000000E+00      0.33000000E+01      0.26950000E+03      0.51310000E+03      0.82345000E+02      0.16630000E+02      0.69570000E+01      0.10435000E+03      0.12600000E+03      0.10660000E+03      0.56950000E+00      0.44870000E+01      0.30900000E+01      0.33500000E-01      0.21140000E+01      0.39300000E+00      0.93530000E+01      0.53795000E+03
      1995      0.35593868E+03      0.40378227E+03      0.35983750E+03      0.17263500E+04      0.31229500E+03      0.53850440E+02      0.97365195E+03      0.71900000E+02      0.23500000E+01      0.00000000E+00      0.10740632E+02      0.00000000E+00      0.00000000E+00      0.15030000E+00      0.16450000E+01      0.11250000E+01      0.97357876E-02      0.00000000E+00      0.35150000E+01      0.26950000E+03      0.51955000E+03      0.83460000E+02      0.16830000E+02      0.73995000E+01      0.10355000E+03      0.11590000E+03      0.11045000E+03      0.19145000E+01      0.56580000E+01      0.32470000E+01      0.37000000E-01      0.22455000E+01      0.41250000E+00      0.94500000E+01      0.53800000E+03
      1996      0.35826280E+03      0.40594462E+03      0.36146250E+03      0.17300100E+04      0.31304750E+03      0.57972787E+02      0.98203009E+03      0.72650000E+02      0.24500000E+01      0.00000000E+00      0.11458527E+02      0.00000000E+00      0.00000000E+00      0.27175000E+00      0.31550000E+01      0.14500000E+01      0.14320038E-01      0.00000000E+00      0.37250000E+01      0.26895000E+03      0.52505000E+03      0.83840000E+02      0.16965000E+02      0.77905000E+01      0.10280000E+03      0.10409000E+03      0.11585000E+03      0.35870000E+01      0.68180000E+01      0.33915000E+01      0.41500000E-01      0.23885000E+01      0.42650000E+00      0.92995000E+01      0.53800000E+03
      1997      0.35983008E+03      0.40821981E+03      0.36315500E+03      0.17348175E+04      0.31376000E+03      0.62918647E+02      0.98849788E+03      0.73400000E+02      0.25500000E+01      0.00000000E+00      0.12286936E+02      0.00000000E+00      0.00000000E+00      0.43105000E+00      0.51700000E+01      0.18500000E+01      0.23170407E-01      0.00000000E+00      0.39550000E+01      0.26820000E+03      0.52915000E+03      0.83680000E+02      0.17045000E+02      0.81025000E+01      0.10195000E+03      0.91215000E+02      0.12195000E+03      0.55230000E+01      0.79390000E+01      0.35560000E+01      0.46500000E-01      0.24875000E+01      0.43000000E+00      0.90800000E+01      0.53800000E+03
      1998      0.36147123E+03      0.41114445E+03      0.36532250E+03      0.17427100E+04      0.31453250E+03      0.68413557E+02      0.99218189E+03      0.74200000E+02      0.26500000E+01      0.00000000E+00      0.13115344E+02      0.00000000E+00      0.00000000E+00      0.64745000E+00      0.77100000E+01      0.22500000E+01      0.37077875E-01      0.00000000E+00      0.41550000E+01      0.26695000E+03      0.53240000E+03      0.83450000E+02      0.17075000E+02      0.83425000E+01      0.10090000E+03      0.77815000E+02      0.12635000E+03      0.73770000E+01      0.89460000E+01      0.37085000E+01      0.51500000E-01      0.25565000E+01      0.42650000E+00      0.91550000E+01      0.53800000E+03
      1999      0.36328251E+03      0.41386788E+03      0.36734750E+03      0.17492425E+04      0.31525750E+03      0.74406113E+02      0.99541456E+03      0.75000000E+02      0.27500000E+01      0.00000000E+00      0.13943753E+02      0.45172951E-02      0.00000000E+00      0.95615000E+00      0.10680000E+02      0.26500000E+01      0.59052742E-01      0.00000000E+00      0.43300000E+01      0.26520000E+03      0.53495000E+03      0.83015000E+02      0.17075000E+02      0.85275000E+01      0.10015500E+03      0.65605000E+02      0.13170000E+03      0.92060000E+01      0.99380000E+01      0.38355000E+01      0.53500000E-01      0.26205000E+01      0.42200000E+00      0.92600000E+01      0.53800000E+03
      2000      0.36436712E+03      0.41585781E+03      0.36886500E+03      0.17510225E+04      0.31585000E+03      0.80939872E+02      0.99862742E+03      0.75750000E+02      0.28500000E+01      0.00000000E+00      0.14772161E+02      0.48848182E-01      0.00000000E+00      0.13280500E+01      0.13965000E+02      0.30500000E+01      0.96707891E-01      0.00000000E+00      0.45400000E+01      0.26345000E+03      0.53705000E+03      0.82515000E+02      0.17055000E+02      0.86705000E+01      0.99370000E+02      0.54830000E+02      0.13740000E+03      0.11075000E+02      0.11040000E+02      0.39530000E+01      0.51000000E-01      0.26790000E+01      0.41700000E+00      0.90845000E+01      0.53800000E+03
      2001      0.36565347E+03      0.41790992E+03      0.37046750E+03      0.17507075E+04      0.31648750E+03      0.88630429E+02      0.10010336E+04      0.76500000E+02      0.29499970E+01      0.39896615E-02      0.15600570E+02      0.28734871E+00      0.00000000E+00      0.17224000E+01      0.17510000E+02      0.34375829E+01      0.15091475E+00      0.37329372E+00      0.47650000E+01      0.26190000E+03      0.53885000E+03      0.82070000E+02      0.17020000E+02      0.87820000E+01      0.98400000E+02      0.45785000E+02      0.14195000E+03      0.12695000E+02      0.12035000E+02      0.40455000E+01      0.46000000E-01      0.27330000E+01      0.41000000E+00      0.86890000E+01      0.53800000E+03
      2002      0.36797846E+03      0.42057294E+03      0.37252250E+03      0.17521875E+04      0.31724500E+03      0.97470674E+02      0.10032141E+04      0.77250000E+02      0.30512444E+01      0.11991034E-01      0.16428979E+02      0.72020758E+00      0.74054448E-02      0.21330500E+01      0.21365000E+02      0.38533327E+01      0.20856700E+00      0.11109129E+01      0.49850000E+01      0.26010000E+03      0.53995000E+03      0.81595000E+02      0.16980000E+02      0.88690000E+01      0.97385000E+02      0.38140000E+02      0.14745000E+03      0.14180000E+02      0.12975000E+02      0.41120000E+01      0.40000000E-01      0.27825000E+01      0.40200000E+00      0.83490000E+01      0.53800000E+03
      2003      0.37051984E+03      0.42348801E+03      0.37476000E+03      0.17547600E+04      0.31801750E+03      0.10677479E+03      0.10040035E+04      0.77991523E+02      0.31549435E+01      0.19501552E-01      0.17257387E+02      0.12174529E+01      0.29165732E-01      0.26033500E+01      0.25440000E+02      0.43489186E+01      0.27415491E+00      0.18316883E+01      0.52150000E+01      0.25795000E+03      0.54005000E+03      0.80930000E+02      0.16940000E+02      0.89360000E+01      0.96325000E+02      0.31780000E+02      0.15295000E+03      0.15565000E+02      0.13755000E+02      0.41695000E+01      0.34500000E-01      0.28280000E+01      0.39350000E+00      0.81940000E+01      0.53800000E+03
      2004      0.37278524E+03      0.42611615E+03      0.37681250E+03      0.17550650E+04      0.31871000E+03      0.11658370E+03      0.10039272E+04      0.78771953E+02      0.32609927E+01      0.26395399E-01      0.18085796E+02      0.17671012E+01      0.64400899E-01      0.31204500E+01      0.29775000E+02      0.49220645E+01      0.36709348E+00      0.25376655E+01      0.54450000E+01      0.25605000E+03      0.53990000E+03      0.80120000E+02      0.16900000E+02      0.89880000E+01      0.95385000E+02      0.26475000E+02      0.15745000E+03      0.16605000E+02      0.14350000E+02      0.42070000E+01      0.29500000E-01      0.28700000E+01      0.38400000E+00      0.80885000E+01      0.53800000E+03
      2005      0.37501356E+03      0.42865338E+03      0.37881250E+03      0.17537350E+04      0.31944000E+03      0.12676940E+03      0.10035801E+04      0.79547081E+02      0.33693009E+01      0.33290543E-01      0.18912923E+02      0.23592100E+01      0.11228389E+00      0.36261786E+01      0.34360000E+02      0.55709557E+01      0.48770347E+00      0.32304797E+01      0.56750000E+01      0.25410000E+03      0.53940000E+03      0.79310000E+02      0.16855000E+02      0.90285000E+01      0.94435000E+02      0.22075000E+02      0.16225000E+03      0.17195000E+02      0.14940000E+02      0.42265000E+01      0.25500000E-01      0.29080000E+01      0.37350000E+00      0.79330000E+01      0.53800000E+03
      2006      0.37740730E+03      0.43128296E+03      0.38082750E+03      0.17545180E+04      0.32019967E+03      0.13698833E+03      0.10015264E+04      0.80316782E+02      0.34797751E+01      0.40545053E-01      0.19748484E+02      0.29855909E+01      0.17203007E+00      0.41425345E+01      0.38805000E+02      0.62939421E+01      0.63151798E+00      0.39114872E+01      0.59100000E+01      0.25130000E+03      0.53750000E+03      0.78480000E+02      0.16810000E+02      0.90590000E+01      0.93435000E+02      0.18520000E+02      0.16770000E+03      0.17670000E+02      0.15365000E+02      0.42410000E+01      0.23000000E-01      0.29425000E+01      0.36300000E+00      0.77480000E+01      0.53800000E+03
      2007      0.37979075E+03      0.43389398E+03      0.38277750E+03      0.17573923E+04      0.32089600E+03      0.14748210E+03      0.99853111E+03      0.81154228E+02      0.35911018E+01      0.48111361E-01      0.20581220E+02      0.36395708E+01      0.24288977E+00      0.46446610E+01      0.43165000E+02      0.69927714E+01      0.79542003E+00      0.46963213E+01      0.61750000E+01      0.24795000E+03      0.53470000E+03      0.77595000E+02      0.16760000E+02      0.90810000E+01      0.92300000E+02      0.15610000E+02      0.17390000E+03      0.18220000E+02      0.15625000E+02      0.42425000E+01      0.19500000E-01      0.29735000E+01      0.35200000E+00      0.75945000E+01      0.53800000E+03
      2008      0.38225718E+03      0.43661572E+03      0.38480000E+03      0.17608159E+04      0.32160665E+03      0.15825113E+03      0.99568878E+03      0.82132514E+02      0.37020246E+01      0.55790059E-01      0.21389051E+02      0.43170329E+01      0.32418513E+00      0.50756072E+01      0.47468310E+02      0.75702885E+01      0.98172528E+00      0.56873799E+01      0.64508203E+01      0.24460000E+03      0.53180000E+03      0.76720000E+02      0.16705000E+02      0.90960000E+01      0.90960000E+02      0.13230000E+02      0.18050000E+03      0.18810000E+02      0.15865000E+02      0.42255000E+01      0.15000000E-01      0.30005000E+01      0.34050000E+00      0.75405000E+01      0.53800000E+03
      2009      0.38487959E+03      0.43948847E+03      0.38693455E+03      0.17646961E+04      0.32233188E+03      0.16911304E+03      0.99263516E+03      0.83251224E+02      0.38125465E+01      0.63572772E-01      0.22172113E+02      0.50136812E+01      0.41525778E+00      0.54371495E+01      0.51637225E+02      0.80256423E+01      0.11897880E+01      0.68591361E+01      0.67202004E+01      0.24103223E+03      0.52854099E+03      0.75819912E+02      0.16651426E+02      0.91054063E+01      0.89282429E+02      0.11274024E+02      0.18723016E+03      0.19390328E+02      0.16670133E+02      0.41863505E+01      0.11691906E-01      0.30211489E+01      0.32905500E+00      0.73987407E+01      0.53800776E+03
      2010      0.38760742E+03      0.44237987E+03      0.38907150E+03      0.17686880E+04      0.32307147E+03      0.18025196E+03      0.98936703E+03      0.84510080E+02      0.39226618E+01      0.71453716E-01      0.22930403E+02      0.57247247E+01      0.51546691E+00      0.57309449E+01      0.55829537E+02      0.83588300E+01      0.14189325E+01      0.81881260E+01      0.70050573E+01      0.23729680E+03      0.52495626E+03      0.74901920E+02      0.16593869E+02      0.91106350E+01      0.87274678E+02      0.96629321E+01      0.19404121E+03      0.19954140E+02      0.17982906E+02      0.41272358E+01      0.94572326E-02      0.30357352E+01      0.31717926E+00      0.72303097E+01      0.53801911E+03
      2011      0.39046124E+03      0.44523920E+03      0.39116650E+03      0.17727889E+04      0.32382554E+03      0.19163337E+03      0.98600123E+03      0.85909078E+02      0.40323706E+01      0.79432859E-01      0.23664015E+02      0.64475029E+01      0.62425243E+00      0.59593066E+01      0.60043727E+02      0.85721950E+01      0.16685485E+01      0.96548514E+01      0.73053861E+01      0.23356162E+03      0.52122900E+03      0.73983825E+02      0.16535678E+02      0.91130959E+01      0.85087818E+02      0.82716419E+01      0.20113144E+03      0.20518570E+02      0.19157635E+02      0.40573958E+01      0.72866391E-02      0.30468360E+01      0.30535833E+00      0.71793229E+01      0.53802437E+03
      2012      0.39340456E+03      0.44806831E+03      0.39324066E+03      0.17765604E+04      0.32458119E+03      0.20288908E+03      0.98250885E+03      0.87380329E+02      0.41419916E+01      0.87216439E-01      0.24348507E+02      0.73294395E+01      0.73463275E+00      0.61541371E+01      0.64145325E+02      0.87284703E+01      0.19119145E+01      0.11096675E+02      0.76167061E+01      0.22983094E+03      0.51736100E+03      0.73064638E+02      0.16477143E+02      0.91134946E+01      0.82733627E+02      0.70608891E+01      0.20846434E+03      0.21073711E+02      0.20189242E+02      0.39785666E+01      0.51614360E-02      0.30545212E+01      0.29365384E+00      0.71591432E+01      0.53802680E+03
      2013      0.39631639E+03      0.45085024E+03      0.39529786E+03      0.17795890E+04      0.32532519E+03      0.21367629E+03      0.97890668E+03      0.88855948E+02      0.42518436E+01      0.94510786E-01      0.24959515E+02      0.84906576E+01      0.84005512E+00      0.63462315E+01      0.68008864E+02      0.88891691E+01      0.21230822E+01      0.12371124E+02      0.79345384E+01      0.22611165E+03      0.51337180E+03      0.72149550E+02      0.16418416E+02      0.91123462E+01      0.80222279E+02      0.60710814E+01      0.21600761E+03      0.21611034E+02      0.21073873E+02      0.38923014E+01      0.36560643E-02      0.30590405E+01      0.28212175E+00      0.71487001E+01      0.53802793E+03
      2014      0.39916983E+03      0.45359637E+03      0.39734576E+03      0.17819675E+04      0.32605742E+03      0.22401638E+03      0.97519360E+03      0.90335933E+02      0.43619265E+01      0.10131605E+00      0.25497319E+02      0.98798344E+01      0.94083498E+00      0.65357034E+01      0.71651451E+02      0.90542201E+01      0.23029947E+01      0.13499239E+02      0.82588808E+01      0.22241035E+03      0.50927975E+03      0.71241506E+02      0.16359632E+02      0.91100335E+01      0.77563444E+02      0.52618729E+01      0.22372900E+03      0.22122705E+02      0.21808497E+02      0.37999716E+01      0.25897456E-02      0.30606225E+01      0.27080377E+00      0.71424282E+01      0.53802846E+03
      2015      0.40199284E+03      0.45631263E+03      0.39938717E+03      0.17837889E+04      0.32677777E+03      0.23393212E+03      0.97137420E+03      0.91820285E+02      0.44722405E+01      0.10763239E+00      0.25962204E+02      0.11455393E+02      0.10372722E+01      0.67226769E+01      0.75089309E+02      0.92235643E+01      0.24525708E+01      0.14499536E+02      0.85897313E+01      0.21873422E+03      0.50510288E+03      0.70342493E+02      0.16300904E+02      0.91068462E+01      0.74766801E+02      0.46003485E+01      0.23160227E+03      0.22602293E+02      0.22391228E+02      0.37028235E+01      0.18344268E-02      0.30595023E+01      0.25972904E+00      0.71395969E+01      0.53802870E+03
