date_time,station_id,eto,etr,rso,ea_avg,rh_max,rh_min,td_avg,td_max,td_min,solarmj,airt_avg,airt_max,airt_min,intt_avg,wett_avg,windd_sd,airt2_avg,battv_min,precip_tb,timestamp,windd_avg,winds_avg,winds_max,precip_wpg,soilt4_avg,soilt8_avg,solarw_avg,precip_accum,soilvwc8_avg,wetstate_avg
"2021-03-16 14:00:00",1138054,0.213,0.244,2.2167063,0.652,81,68,0.8,3.1,-0.3,1.8240,5.0,6.8,4.1,7.2,,21,5.8,14.09,0.000,,244,2.593,4.694,0.000,4.2,3.4,507,212.090,10,0
"2021-03-16 15:00:00",1138054,0.206,0.247,1.5807297,0.644,71,66,1.0,2.5,0.1,1.7067,6.4,7.6,5.7,9.8,,22,7.1,14.07,0.000,,237,3.263,6.393,0.000,4.7,3.6,474,212.090,10,0
"2021-03-16 16:00:00",1138054,0.162,0.215,0.8377009,0.667,70,65,1.3,2.7,0.6,1.3211,7.0,7.8,6.5,9.6,,10,6.8,14.1,0.000,,241,5.588,7.331,0.000,5.3,3.9,367,212.090,10,0
"2021-03-16 17:00:00",1138054,0.052,0.080,0.173497339,0.677,85,68,1.4,1.9,1.1,0.4503,5.1,6.7,3.6,7.4,,7.3,4.7,13.81,0.000,,241,5.588,8.941,0.000,5.8,4.2,125,212.090,10,0
"2021-03-16 18:00:00",1138054,0.006,0.007,0.001604249,0.652,92,84,0.9,1.4,0.6,0.0514,2.7,3.7,1.7,4.8,,6.4,2.5,13.1,0.000,,235,5.409,8.047,0.000,5.9,4.4,14,212.090,10,0
"2021-03-16 19:00:00",1138054,-0.003,-0.003,1E-6,0.648,93,91,0.9,1.2,0.3,0.0006,2.1,2.3,1.3,3.3,,14,1.9,12.85,1.016,,310,2.772,6.706,1.524,5.7,4.7,0,213.614,10,72
"2021-03-16 20:00:00",1138054,-0.006,-0.007,1E-6,0.615,97,93,0.1,0.3,-0.1,0.0001,0.7,1.3,0.4,2.3,,12,0.7,12.82,0.508,,122,1.743,2.995,0.508,5.4,4.7,0,214.122,10,100
"2021-03-16 21:00:00",1138054,-0.008,-0.011,1E-6,0.617,97,96,0.2,0.8,-0.3,0.0001,0.6,1.3,0.2,1.5,,29,0.6,12.79,0.000,,194,0.983,2.459,0.000,5.0,4.7,0,214.122,10,100
"2021-03-16 22:00:00",1138054,-0.008,-0.010,1E-6,0.600,98,97,-0.2,0.2,-0.5,0.0001,0.2,0.5,-0.2,0.9,,15,0.1,12.76,0.000,,119,1.296,2.503,0.000,4.6,4.7,0,214.122,10,0
"2021-03-16 23:00:00",1138054,-0.009,-0.012,1E-6,0.583,98,97,-0.6,-0.1,-1.1,0.0001,-0.3,0.2,-0.7,0.2,,14,-0.3,12.74,0.000,,250,0.849,1.878,0.000,4.2,4.6,0,214.122,10,0
"2021-03-17 00:00:00",1138054,-0.010,-0.013,1E-6,0.584,99,98,-0.7,-0.4,-0.9,0.0001,-0.4,-0.2,-0.7,0.3,,7.3,-0.3,12.73,0.000,,147,0.760,1.699,0.000,3.8,4.4,0,214.122,10,0
"2021-03-17 01:00:00",1138054,-0.011,-0.017,1E-6,0.597,99,99,-0.3,-0.1,-0.5,0.0001,-0.2,0.1,-0.3,0.5,,3.2,-0.1,12.7,0.000,,209,0.268,1.028,0.000,3.6,4.3,0,214.122,10,0
"2021-03-17 02:00:00",1138054,-0.013,-0.021,1E-6,0.594,99,99,-0.4,-0.1,-0.6,0.0001,-0.2,0.1,-0.4,0.5,,0.0,-0.2,12.68,0.000,,80,0.000,0.492,0.000,3.3,4.1,0,214.122,10,0
"2021-03-17 03:00:00",1138054,-0.012,-0.020,1E-6,0.601,99,99,-0.3,-0.1,-0.4,0.0001,-0.1,0.0,-0.3,0.7,,0.2,-0.1,12.66,0.000,,162,0.089,0.849,0.000,3.1,3.9,0,214.122,10,0
"2021-03-17 04:00:00",1138054,-0.011,-0.017,1E-6,0.608,99,99,-0.1,0.1,-0.2,0.0001,0.1,0.2,-0.1,0.9,,5.9,0.1,12.64,0.000,,239,0.313,1.207,0.000,2.9,3.8,0,214.122,10,80
"2021-03-17 05:00:00",1138054,-0.011,-0.015,0.0057929286,0.593,99,99,-0.3,0.0,-0.8,0.0001,-0.2,0.1,-0.7,0.3,,12,-0.2,12.59,0.000,,174,0.492,1.520,0.000,2.8,3.7,0,213.868,10,25
"2021-03-17 06:00:00",1138054,0.001,0.002,0.25298238,0.546,99,99,-1.4,-0.7,-2.1,0.0047,-1.3,-0.6,-2.1,-0.5,,9.1,-1.4,12.56,0.000,,141,1.654,2.593,0.000,2.6,3.6,1,213.868,10,0
"2021-03-17 07:00:00",1138054,0.033,0.035,0.9669426,0.553,100,99,-1.4,-0.6,-2.2,0.3174,-1.4,-0.4,-2.2,-1.1,,18,-1.1,12.6,0.000,,141,0.581,1.296,0.000,2.5,3.4,88,214.122,10,0
"2021-03-17 08:00:00",1138054,0.106,0.113,1.69857,0.620,99,98,-0.1,1.4,-1.1,1.0132,0.1,1.6,-0.9,1.6,,18,0.4,14.61,0.254,,199,0.358,1.207,0.000,2.4,3.3,281,214.122,10,74
"2021-03-17 09:00:00",1138054,0.198,0.213,2.3035868,0.674,98,76,1.7,2.6,0.7,1.6958,3.1,5.1,1.4,5.8,,35,3.3,14.61,0.000,,222,0.581,1.475,0.254,2.4,3.2,471,214.122,10,100
"2021-03-17 10:00:00",1138054,0.259,0.282,2.7396524,0.691,81,67,1.3,2.8,0.1,1.9879,5.6,6.7,4.3,9.7,,43,5.9,14.14,0.000,,184,0.760,2.459,0.000,3.1,3.2,552,214.122,10,50
"2021-03-17 11:00:00",1138054,0.344,0.377,2.9555322,0.660,74,64,1.5,3.3,0.6,2.6353,6.8,8.4,5.4,11.6,,63,6.8,14.09,0.000,,182,1.118,3.085,0.000,4.1,3.3,732,214.122,10,0
"2021-03-17 12:00:00",1138054,0.387,0.433,2.9380426,0.672,68,57,1.6,3.3,0.3,2.8832,8.4,9.3,7.3,13.0,,49,8.9,14.06,0.000,,231,1.743,5.186,0.000,5.3,3.6,801,214.122,10,0
"2021-03-17 13:00:00",1138054,0.405,0.474,2.6925053,0.645,62,45,1.1,2.8,-1.4,2.9615,9.7,10.4,8.9,13.2,,21,9.7,14.03,0.000,,225,3.085,5.588,0.000,6.6,4.0,823,214.122,10,0
"2021-03-17 14:00:00",1138054,0.381,0.452,2.2429602,0.553,53,38,-1.1,1.4,-3.3,2.6226,10.4,11.2,9.9,14.2,,32,10.6,13.93,0.000,,254,2.503,5.454,0.000,7.7,4.6,729,214.122,10,0
"2021-03-17 15:00:00",1138054,0.354,0.442,1.6099645,0.514,46,30,-2.3,0.0,-5.7,2.2727,11.4,12.2,10.6,15.0,,24,11.7,13.9,0.000,,240,3.263,6.348,0.000,8.6,5.1,631,214.376,10,0
"2021-03-17 16:00:00",1138054,0.273,0.369,0.8646269,0.442,40,28,-4.1,-1.0,-6.4,1.5894,11.7,12.3,11.2,14.8,,19,11.3,13.92,0.000,,237,3.621,6.437,0.000,9.2,5.7,442,214.630,10,0
"2021-03-17 17:00:00",1138054,0.141,0.210,0.182640444,0.557,52,31,-1.8,0.3,-5.1,0.7253,10.9,11.8,9.6,13.2,,10,10.6,13.91,0.000,,242,3.979,5.946,0.000,9.4,6.2,201,214.630,10,0
"2021-03-17 18:00:00",1138054,0.023,0.030,0.001885251,0.634,66,50,0.4,1.1,-0.3,0.1160,8.4,9.6,6.9,10.1,,4.9,8.1,13.29,0.000,,248,2.995,4.917,0.000,9.4,6.6,32,214.630,10,0
"2021-03-17 19:00:00",1138054,0.011,0.015,1E-6,0.652,70,66,1.0,1.2,0.5,0.0007,6.4,7.0,6.1,7.7,,5.2,6.3,12.88,0.000,,249,3.487,5.186,0.000,9.1,6.9,0,214.630,10,0
"2021-03-17 20:00:00",1138054,-0.004,-0.003,1E-6,0.618,76,65,0.3,0.8,-0.3,0.0001,5.3,6.1,4.3,6.3,,18,5.1,12.83,0.000,,168,1.654,3.666,0.000,8.7,7.0,0,214.630,11,0
"2021-03-17 21:00:00",1138054,-0.010,-0.013,1E-6,0.599,81,63,-0.3,0.4,-1.1,0.0001,4.5,5.8,3.0,4.7,,16,4.3,12.81,0.000,,113,1.252,2.548,0.000,8.2,7.0,0,214.376,10,0
"2021-03-17 22:00:00",1138054,-0.005,-0.005,1E-6,0.595,81,75,-0.3,0.2,-1.2,0.0001,3.2,3.7,2.1,3.7,,14,3.2,12.78,0.000,,97,1.878,2.682,0.000,7.6,6.9,0,214.376,11,0
"2021-03-17 23:00:00",1138054,-0.015,-0.021,1E-6,0.557,87,78,-1.0,-0.4,-2.6,0.0001,1.5,2.6,0.1,2.1,,32,1.0,12.76,0.000,,152,0.760,2.101,0.000,7.1,6.7,0,214.376,10,0
"2021-03-18 00:00:00",1138054,-0.006,-0.006,1E-6,0.525,85,80,-1.9,-1.0,-2.9,0.0001,0.7,1.7,-0.3,0.9,,18,0.4,12.74,0.000,,67,2.056,3.085,0.000,6.5,6.6,0,214.376,11,0
"2021-03-18 01:00:00",1138054,-0.011,-0.013,1E-6,0.502,91,84,-2.8,-1.7,-3.5,0.0001,-1.1,0.1,-1.9,-0.2,,34,-1.1,12.71,0.000,,132,1.296,2.414,0.000,5.9,6.3,0,214.376,11,0
"2021-03-18 02:00:00",1138054,-0.007,-0.007,1E-6,0.489,93,90,-3.2,-2.7,-3.9,0.0001,-1.9,-1.4,-2.7,-1.1,,9.0,-1.6,12.68,0.000,,138,2.414,3.129,0.000,5.4,6.1,0,214.376,10,0
"2021-03-18 03:00:00",1138054,-0.014,-0.019,1E-6,0.468,92,89,-3.5,-2.8,-4.1,0.0001,-2.2,-1.5,-2.8,-1.6,,13,-2.3,12.67,0.000,,229,0.894,2.325,0.000,4.9,5.8,0,214.376,10,0
"2021-03-18 04:00:00",1138054,-0.016,-0.022,1E-6,0.487,92,88,-3.2,-2.7,-3.7,0.0001,-1.7,-1.4,-2.6,-1.6,,1.8,-1.5,12.65,0.000,,145,0.581,1.386,0.000,4.5,5.6,0,214.376,10,0
"2021-03-18 05:00:00",1138054,-0.014,-0.018,0.0068786847,0.495,91,83,-2.9,-2.6,-3.4,0.0001,-1.1,-0.3,-1.8,-1.2,,8.2,-0.7,12.62,0.000,,133,0.849,1.878,0.000,4.1,5.3,0,214.122,11,0
"2021-03-18 06:00:00",1138054,0.005,0.008,0.26775114,0.510,89,84,-2.5,-2.2,-2.9,0.0030,-0.4,-0.2,-0.8,-0.6,,5.0,-0.5,12.59,0.000,,86,0.760,2.012,0.000,3.8,5.1,1,214.376,10,0
"2021-03-18 07:00:00",1138054,0.019,0.022,0.9895202,0.536,94,88,-1.9,-1.2,-2.4,0.1465,-0.8,-0.1,-1.2,-0.1,,24,-0.6,12.62,0.000,,240,0.894,2.459,0.000,3.5,4.8,41,214.122,10,0
"2021-03-18 08:00:00",1138054,0.062,0.069,1.7244422,0.572,92,84,-0.9,-0.4,-1.3,0.5067,0.8,1.9,-0.1,1.0,,34,1.1,12.92,0.000,,183,0.939,2.235,0.000,3.3,4.6,141,214.122,11,0
"2021-03-18 09:00:00",1138054,0.122,0.147,2.3368424,0.600,85,53,-0.3,0.7,-1.7,0.8311,5.0,7.4,1.9,4.0,,16,5.9,13.87,0.000,,195,1.878,3.219,0.000,3.2,4.4,231,214.376,11,0
"2021-03-18 10:00:00",1138054,0.220,0.262,2.7806546,0.525,58,44,-1.7,-0.1,-3.6,1.4010,8.2,9.1,7.4,8.4,,24,8.3,14.51,0.000,,49,1.743,4.113,0.000,3.3,4.3,389,214.376,11,0
"2021-03-18 11:00:00",1138054,0.317,0.361,2.9954869,0.544,50,41,-1.3,-0.1,-2.4,2.0888,9.7,11.4,8.8,12.3,,45,9.8,14.42,0.000,,266,1.207,3.219,0.000,3.8,4.2,580,214.376,11,0
"2021-03-18 12:00:00",1138054,0.418,0.472,2.9906917,0.469,44,30,-3.2,-1.2,-5.6,2.7033,11.7,13.1,10.2,15.4,,40,11.6,13.94,0.000,,252,1.073,3.532,0.000,4.8,4.3,751,214.376,11,0
"2021-03-18 13:00:00",1138054,0.338,0.393,2.736595,0.504,39,31,-3.0,-0.8,-4.7,2.0506,12.6,13.4,12.1,16.6,,55,12.7,13.88,0.000,,243,1.296,3.755,0.000,6.1,4.5,570,214.630,11,0
"2021-03-18 14:00:00",1138054,0.325,0.394,2.2618682,0.563,39,32,-1.7,0.2,-2.7,1.9245,13.5,14.4,12.9,17.6,,39,13.7,13.86,0.000,,107,1.967,7.242,0.000,7.2,4.9,535,214.630,11,0
"2021-03-18 15:00:00",1138054,0.364,0.507,1.619675,0.547,39,30,-1.2,0.4,-3.0,1.8500,14.4,15.1,13.9,16.7,,12,14.5,13.89,0.000,,261,5.856,8.270,0.000,8.2,5.4,514,214.884,10,0
"2021-03-18 16:00:00",1138054,0.306,0.451,0.8727878,0.534,37,30,-1.9,-0.4,-3.1,1.3670,14.5,15.1,13.9,16.3,,11,14.5,13.91,0.000,,259,5.901,8.762,0.000,8.8,5.9,380,214.884,11,0
"2021-03-18 17:00:00",1138054,0.241,0.371,0.189713527,0.517,37,30,-2.2,-0.1,-2.9,0.8613,13.7,14.9,12.6,15.6,,6.8,13.4,13.91,0.000,,255,8.047,10.371,0.000,9.2,6.4,239,214.884,10,0
"2021-03-18 18:00:00",1138054,0.060,0.072,0.00218767,0.547,46,36,-1.6,-0.8,-2.6,0.1489,11.6,12.6,10.2,13.0,,6.1,11.2,13.28,0.000,,259,5.141,7.868,0.000,9.3,6.7,41,214.884,11,0
"2021-03-18 19:00:00",1138054,0.023,0.031,1E-6,0.584,55,43,-0.6,0.1,-1.8,0.0012,9.6,10.4,8.6,10.7,,15,9.6,12.88,0.000,,242,2.772,5.856,0.000,9.2,7.0,0,214.884,11,0
"2021-03-18 20:00:00",1138054,0.008,0.014,1E-6,0.544,57,42,-1.4,-0.5,-2.3,0.0001,8.9,10.1,7.3,8.9,,15,9.0,12.84,0.000,,165,1.699,3.442,0.000,8.9,7.1,0,214.884,11,0
"2021-03-18 21:00:00",1138054,-0.006,-0.007,1E-6,0.536,62,43,-1.9,-1.2,-2.3,0.0001,7.4,9.8,5.2,7.1,,34,5.9,12.81,0.000,,145,0.983,2.593,0.000,8.4,7.2,0,214.884,11,0
"2021-03-18 22:00:00",1138054,-0.010,-0.012,1E-6,0.520,73,52,-2.3,-1.6,-3.5,0.0001,4.9,6.6,2.0,5.0,,24,4.7,12.79,0.000,,101,0.939,2.548,0.000,7.9,7.2,0,214.884,11,0
"2021-03-18 23:00:00",1138054,-0.011,-0.013,1E-6,0.496,84,68,-2.7,-1.9,-3.7,0.0001,1.2,2.9,-0.9,2.7,,26,0.9,12.77,0.000,,227,1.118,2.950,0.000,7.4,7.1,0,214.630,11,0
"2021-03-19 00:00:00",1138054,-0.007,-0.008,1E-6,0.497,85,66,-2.9,-1.6,-4.3,0.0001,0.8,3.2,-1.1,1.2,,29,0.3,12.72,0.000,,189,1.475,3.129,0.000,6.8,6.9,0,214.630,11,0
"2021-03-19 01:00:00",1138054,-0.011,-0.014,1E-6,0.489,89,76,-2.9,-1.8,-3.8,0.0001,-0.8,1.6,-1.8,0.0,,19,-0.4,12.7,0.000,,98,1.207,2.816,0.000,6.2,6.7,0,214.630,11,0
"2021-03-19 02:00:00",1138054,-0.012,-0.015,1E-6,0.452,87,72,-3.3,-1.9,-4.3,0.0001,-0.5,1.7,-1.9,-0.5,,21,-1.7,12.68,0.000,,240,0.983,2.235,0.000,5.7,6.4,0,214.630,11,0
"2021-03-19 03:00:00",1138054,-0.008,-0.009,1E-6,0.476,91,81,-3.6,-2.5,-4.7,0.0001,-1.8,0.0,-2.9,-1.3,,25,-1.6,12.66,0.000,,103,1.833,3.219,0.000,5.2,6.2,0,214.630,10,0
"2021-03-19 04:00:00",1138054,-0.009,-0.010,1E-6,0.430,92,79,-4.6,-2.9,-5.2,0.0001,-2.8,-0.1,-3.7,-1.8,,32,-3.2,12.64,0.000,,125,1.475,2.906,0.000,4.7,5.9,0,214.376,11,0
"2021-03-19 05:00:00",1138054,-0.009,-0.011,0.0080872139,0.432,92,87,-4.8,-3.4,-5.4,0.0001,-3.3,-2.1,-4.1,-2.8,,28,-3.1,12.59,0.000,,172,1.431,2.593,0.000,4.3,5.6,0,214.376,11,0
"2021-03-19 06:00:00",1138054,0.004,0.006,0.28411625,0.438,91,87,-4.7,-3.8,-5.6,0.0077,-3.2,-2.0,-3.9,-3.4,,10,-2.7,12.58,0.000,,148,0.805,2.459,0.000,3.9,5.3,2,214.376,11,0
"2021-03-19 07:00:00",1138054,0.035,0.039,1.0178349,0.450,91,85,-4.5,-2.4,-5.8,0.3533,-3.0,-0.8,-4.1,-3.0,,30,-2.6,12.65,0.000,,167,0.536,1.699,0.000,3.6,5.1,98,214.376,11,0
"2021-03-19 08:00:00",1138054,0.116,0.129,1.7482288,0.553,89,73,-1.4,-0.3,-2.4,1.0509,1.7,3.8,-0.9,1.2,,33,2.2,14.75,0.000,,107,0.939,1.833,0.000,3.3,4.9,292,214.376,11,0
"2021-03-19 09:00:00",1138054,0.222,0.250,2.3576685,0.589,73,52,-0.3,0.7,-1.6,1.7412,5.7,7.9,3.7,6.8,,18,6.3,14.63,0.000,,104,1.341,2.459,0.000,3.2,4.7,484,214.630,11,0
"2021-03-19 10:00:00",1138054,0.342,0.385,2.7992548,0.539,53,31,-1.6,0.6,-4.4,2.3076,9.9,12.7,7.9,12.4,,33,10.4,14.04,0.000,,273,1.028,2.459,0.000,3.6,4.5,641,214.376,11,0
"2021-03-19 11:00:00",1138054,0.454,0.538,3.0272771,0.474,35,24,-3.2,-1.3,-5.4,2.7137,13.8,15.5,12.1,16.2,,38,14.3,13.93,0.000,,255,2.101,5.812,0.000,4.6,4.4,754,214.630,11,0
"2021-03-19 12:00:00",1138054,0.547,0.718,3.006579,0.513,30,24,-3.0,-1.2,-5.2,2.9269,16.2,17.1,15.2,17.8,,14,16.8,13.88,0.000,,243,5.633,9.209,0.000,5.9,4.6,813,214.630,11,0
"2021-03-19 13:00:00",1138054,0.557,0.760,2.7478654,0.533,30,25,-2.2,-0.7,-3.6,2.8129,16.8,17.3,16.1,18.1,,13,17.2,13.84,0.000,,246,7.331,9.924,0.000,7.2,5.0,781,214.884,11,0
"2021-03-19 14:00:00",1138054,0.546,0.768,2.2828696,0.499,29,22,-2.7,-0.5,-4.7,2.5467,17.4,18.1,16.9,18.9,,12,17.4,13.83,0.000,,236,8.047,12.338,0.000,8.2,5.5,707,214.884,10,0
"2021-03-19 15:00:00",1138054,0.493,0.712,1.6453139,0.470,26,21,-3.8,-2.3,-5.2,2.1136,17.6,18.4,17.0,19.2,,11,17.7,13.81,0.000,,225,7.689,13.366,0.000,9.1,6.0,587,214.884,11,0
"2021-03-19 16:00:00",1138054,0.434,0.667,0.8882586,0.509,28,22,-2.7,-1.6,-4.6,1.5527,16.9,17.5,16.1,18.6,,12,16.7,13.83,0.000,,234,9.924,13.724,0.000,9.6,6.5,431,215.138,11,0
"2021-03-19 17:00:00",1138054,0.248,0.394,0.19807679,0.462,27,25,-3.9,-2.9,-4.7,0.7529,15.6,16.1,14.9,16.9,,9.3,15.4,13.88,0.000,,213,6.974,10.729,0.000,9.9,6.9,209,215.138,10,0
"2021-03-19 18:00:00",1138054,0.069,0.086,0.002511266,0.465,39,25,-3.5,-2.2,-4.7,0.1441,13.4,15.0,11.1,14.5,,10,13.6,13.25,0.000,,229,4.292,6.795,0.000,10.0,7.3,40,215.138,11,0
"2021-03-19 19:00:00",1138054,0.039,0.051,1E-6,0.520,46,29,-2.2,-1.9,-4.5,0.0010,10.3,13.3,9.1,11.4,,8.5,10.0,12.89,0.000,,243,3.621,5.901,0.000,9.8,7.6,0,215.138,11,0
"2021-03-19 20:00:00",1138054,0.022,0.031,1E-6,0.506,47,38,-2.4,-1.8,-3.1,0.0001,9.6,11.2,8.3,9.7,,14,9.7,12.83,0.000,,232,2.414,4.649,0.000,9.5,7.7,0,215.138,11,0
"2021-03-19 21:00:00",1138054,-0.002,0.001,1E-6,0.464,48,32,-3.6,-2.2,-4.3,0.0001,10.4,12.0,8.1,8.9,,40,10.4,12.82,0.000,,177,0.983,2.235,0.000,9.1,7.7,0,214.884,11,0
"2021-03-19 22:00:00",1138054,0.009,0.015,1E-6,0.481,57,38,-2.8,-1.6,-3.6,0.0001,8.3,10.0,6.1,7.8,,30,8.9,12.8,0.000,,181,1.699,4.873,0.000,8.6,7.7,0,214.884,11,0
"2021-03-19 23:00:00",1138054,0.054,0.066,1E-6,0.493,43,36,-2.9,-2.6,-3.3,0.0001,10.3,11.4,9.1,8.8,,7.4,10.7,12.78,0.000,,237,5.499,8.717,0.000,8.1,7.6,0,214.884,11,0
"2021-03-20 00:00:00",1138054,0.069,0.081,1E-6,0.486,38,35,-2.9,-2.6,-3.5,0.0001,11.3,11.6,11.1,10.4,,8.1,11.3,12.76,0.000,,233,7.242,13.188,0.000,7.7,7.4,0,215.138,11,0
"2021-03-20 01:00:00",1138054,0.084,0.095,1E-6,0.452,36,31,-4.0,-3.3,-4.7,0.0001,11.6,11.9,11.2,11.1,,8.5,11.6,12.74,0.000,,233,9.567,14.216,0.000,7.4,7.2,0,215.138,11,0
"2021-03-20 02:00:00",1138054,0.090,0.102,1E-6,0.426,33,29,-4.8,-4.3,-5.3,0.0001,11.8,12.1,11.3,11.4,,10,11.6,12.73,0.000,,240,10.193,17.077,0.000,7.2,7.1,0,214.884,11,0
"2021-03-20 03:00:00",1138054,0.082,0.093,1E-6,0.444,36,30,-4.4,-3.7,-5.4,0.0001,11.2,11.6,10.7,11.1,,8.9,11.2,12.71,0.000,,239,9.477,14.082,0.000,7.1,6.9,0,215.138,11,0
"2021-03-20 04:00:00",1138054,0.067,0.078,1E-6,0.448,38,34,-4.2,-3.8,-4.6,0.0001,10.3,11.2,9.2,10.4,,13,10.0,12.68,0.000,,237,7.242,12.070,0.000,7.0,6.8,0,215.138,11,0
"2021-03-20 05:00:00",1138054,0.068,0.078,0.009418773,0.433,38,35,-4.6,-4.2,-5.0,0.0001,9.8,10.3,9.3,9.8,,9.7,9.9,12.67,0.000,,227,7.778,11.489,0.000,6.8,6.8,0,215.138,11,0
"2021-03-20 06:00:00",1138054,0.180,0.313,0.29921996,0.445,39,35,-4.4,-3.7,-5.1,0.0064,9.4,9.9,8.8,9.3,,7.7,9.3,12.64,0.000,,214,8.851,13.277,0.000,6.7,6.7,2,214.884,11,0
"2021-03-20 07:00:00",1138054,0.208,0.342,1.0376185,0.464,41,36,-3.7,-3.4,-4.3,0.3519,9.5,10.2,9.1,9.3,,7.7,9.6,12.67,0.000,,205,9.254,14.305,0.000,6.5,6.6,98,215.138,11,0
"2021-03-20 08:00:00",1138054,0.293,0.454,1.7787347,0.479,38,35,-3.4,-2.5,-4.3,1.0809,10.8,11.3,10.2,10.9,,8.1,10.8,14.18,0.000,,193,10.774,15.155,0.000,6.4,6.5,300,214.884,11,0
"2021-03-20 09:00:00",1138054,0.366,0.543,2.3897482,0.525,39,36,-2.2,-1.4,-2.9,1.7741,11.9,12.5,11.1,12.7,,8.1,12.1,14.44,0.000,,208,11.578,16.540,0.000,6.4,6.4,493,214.884,10,0
"2021-03-20 10:00:00",1138054,0.417,0.597,2.8134571,0.585,41,38,-0.8,-0.1,-1.6,2.3554,12.5,13.1,12.1,13.8,,8.7,12.6,14.05,0.000,,213,11.981,16.540,0.000,6.8,6.3,654,215.138,11,0
"2021-03-20 11:00:00",1138054,0.445,0.629,3.0238809,0.598,42,38,-0.2,0.9,-0.9,2.5481,13.1,13.8,12.4,14.8,,10,13.2,13.98,0.000,,213,11.668,18.597,0.000,7.3,6.4,708,215.138,11,0
"2021-03-20 12:00:00",1138054,0.504,0.708,3.0049601,0.601,42,35,-0.4,0.8,-1.5,2.9475,13.9,14.7,12.9,15.5,,12,14.0,13.96,0.000,,214,12.294,17.613,0.000,8.0,6.5,819,215.138,10,0
"2021-03-20 13:00:00",1138054,0.409,0.576,2.7423915,0.647,59,37,0.8,2.9,-0.9,2.5178,12.3,13.8,9.6,14.2,,10,12.2,13.98,0.000,,208,12.472,18.150,0.000,8.7,6.7,700,215.138,11,0
"2021-03-20 14:00:00",1138054,0.484,0.690,2.2870332,0.566,40,31,-0.8,0.5,-3.0,2.7413,13.8,14.3,13.2,15.4,,11,13.7,13.92,0.000,,219,12.383,17.211,0.000,9.2,7.0,762,215.138,10,0
"2021-03-20 15:00:00",1138054,0.318,0.506,1.6612639,0.454,43,24,-4.2,-2.1,-7.6,0.9087,12.1,13.9,9.8,14.5,,12,12.0,13.96,0.000,,239,11.131,17.166,0.000,9.7,7.3,252,215.138,11,0
"2021-03-20 16:00:00",1138054,0.204,0.336,0.9041611,0.483,67,27,-3.7,0.8,-7.8,0.4476,9.6,11.2,6.4,12.0,,15,9.2,13.82,0.000,,278,8.851,16.138,0.000,9.9,7.6,124,215.138,11,7
"2021-03-20 17:00:00",1138054,0.058,0.101,0.2036749,0.639,73,65,0.7,1.0,0.4,0.3862,5.9,6.7,5.1,9.2,,12,5.6,13.61,0.000,,319,5.454,9.701,0.000,9.8,7.8,107,214.884,11,0
"2021-03-20 18:00:00",1138054,0.013,0.017,0.0028558692,0.646,85,73,0.8,1.3,0.4,0.0272,4.5,5.2,3.3,7.2,,15,4.2,12.97,0.254,,318,2.593,5.633,0.508,9.6,7.9,8,215.392,11,57
"2021-03-20 19:00:00",1138054,0.001,0.001,1E-6,0.675,91,85,1.3,1.7,0.9,0.0006,3.1,3.3,2.9,5.4,,6.1,3.1,12.83,0.508,,188,0.894,2.325,0.508,9.3,7.9,0,215.900,11,100
"2021-03-20 20:00:00",1138054,0.003,0.004,1E-6,0.666,92,88,1.3,1.7,1.0,0.0001,2.7,3.1,2.4,4.6,,11,2.6,12.8,0.508,,96,1.699,2.861,0.508,8.9,7.9,0,216.408,11,100
"2021-03-20 21:00:00",1138054,0.003,0.004,1E-6,0.661,93,89,1.2,1.4,0.8,0.0001,2.4,2.6,2.2,4.1,,12,2.4,12.78,0.254,,109,2.369,3.979,0.254,8.4,7.9,0,216.662,11,100
"2021-03-20 22:00:00",1138054,0.002,0.002,1E-6,0.625,94,89,0.4,1.3,-0.5,0.0001,1.7,2.8,0.6,3.4,,13,1.7,12.76,0.254,,271,2.101,5.499,0.254,8.0,7.8,0,216.916,11,100
"2021-03-20 23:00:00",1138054,0.001,0.001,1E-6,0.591,97,94,-0.4,-0.2,-0.7,0.0001,0.2,0.7,0.0,2.3,,19,0.2,12.74,0.254,,240,2.146,5.812,0.508,7.6,7.6,0,217.424,11,100
"2021-03-21 00:00:00",1138054,-0.001,-0.001,1E-6,0.601,97,93,-0.2,0.1,-0.4,0.0001,0.4,0.8,0.1,1.8,,18,0.6,12.71,0.000,,87,1.296,3.085,0.254,7.0,7.4,0,217.424,11,100
"2021-03-21 01:00:00",1138054,0.002,0.002,1E-6,0.568,94,87,-0.8,-0.3,-1.7,0.0001,0.3,0.8,0.0,1.7,,22,0.4,12.69,0.000,,115,1.743,5.454,0.000,6.5,7.2,0,217.170,11,100
"2021-03-21 02:00:00",1138054,0.006,0.008,1E-6,0.525,87,83,-2.0,-1.7,-2.3,0.0001,0.2,0.3,-0.1,1.4,,6.9,0.2,12.67,0.000,,56,2.950,5.007,0.000,6.1,6.9,0,217.170,11,100
"2021-03-21 03:00:00",1138054,0.004,0.006,1E-6,0.522,90,83,-2.2,-1.7,-2.6,0.0001,-0.1,0.1,-0.3,0.9,,12,-0.1,12.65,0.000,,30,2.056,3.532,0.000,5.7,6.7,0,217.170,11,100
